market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
Souvenir MP7 | Sunbaked (Field-Tested),Souvenir MP7 | Sunbaked,Field-Tested,0.02,0.03,0.94,354
Souvenir MP7 | Sunbaked (Minimal Wear),Souvenir MP7 | Sunbaked,Minimal Wear,0.02,0.03,1.36,309
Souvenir MP7 | Sunbaked (Well-Worn),Souvenir MP7 | Sunbaked,Well-Worn,0.02,0.03,0.56,241
Souvenir MP7 | Tall Grass (Battle-Scarred),Souvenir MP7 | Tall Grass,Battle-Scarred,0.02,0.03,1.56,42
Souvenir MP7 | Tall Grass (Factory New),Souvenir MP7 | Tall Grass,Factory New,0.21,0.26,2.93,47
Souvenir MP7 | Tall Grass (Field-Tested),Souvenir MP7 | Tall Grass,Field-Tested,0.02,0.03,1.05,178
Souvenir MP7 | Tall Grass (Minimal Wear),Souvenir MP7 | Tall Grass,Minimal Wear,0.08,0.11,3.7,56
Souvenir MP7 | Tall Grass (Well-Worn),Souvenir MP7 | Tall Grass,Well-Worn,0.16,0.16,1.37,12
Souvenir MP9 | Dark Age (Factory New),Souvenir MP9 | Dark Age,Factory New,19.49,19.55,101.66,17
Souvenir MP9 | Dark Age (Field-Tested),Souvenir MP9 | Dark Age,Field-Tested,12.0,12.68,12.0,1
Souvenir MP9 | Dark Age (Minimal Wear),Souvenir MP9 | Dark Age,Minimal Wear,16.99,13.92,22.21,8
Souvenir MP9 | Hot Rod (Factory New),Souvenir MP9 | Hot Rod,Factory New,280.0,239.87,531.02,7
Souvenir MP9 | Hot Rod (Minimal Wear),Souvenir MP9 | Hot Rod,Minimal Wear,,135.91,,0
Souvenir MP9 | Latte Rush (Battle-Scarred),Souvenir MP9 | Latte Rush,Battle-Scarred,17.23,18.35,27.9,4
Souvenir MP9 | Latte Rush (Field-Tested),Souvenir MP9 | Latte Rush,Field-Tested,29.99,22.85,30.51,2
Souvenir MP9 | Latte Rush (Minimal Wear),Souvenir MP9 | Latte Rush,Minimal Wear,44.63,43.81,44.63,1
Souvenir MP9 | Latte Rush (Well-Worn),Souvenir MP9 | Latte Rush,Well-Worn,18.34,20.46,32.24,2
Souvenir MP9 | Music Box (Battle-Scarred),Souvenir MP9 | Music Box,Battle-Scarred,0.07,0.1,2.21,21
Souvenir MP9 | Music Box (Factory New),Souvenir MP9 | Music Box,Factory New,0.64,0.9,9.38,228
Souvenir MP9 | Music Box (Field-Tested),Souvenir MP9 | Music Box,Field-Tested,0.05,0.08,5.73,175
Souvenir MP9 | Music Box (Minimal Wear),Souvenir MP9 | Music Box,Minimal Wear,0.24,0.36,6.99,115
Souvenir MP9 | Music Box (Well-Worn),Souvenir MP9 | Music Box,Well-Worn,0.18,0.2,3.98,11
Souvenir MP9 | Old Roots (Battle-Scarred),Souvenir MP9 | Old Roots,Battle-Scarred,0.04,0.06,0.28,19
Souvenir MP9 | Old Roots (Factory New),Souvenir MP9 | Old Roots,Factory New,0.12,0.16,1.04,218
Souvenir MP9 | Old Roots (Field-Tested),Souvenir MP9 | Old Roots,Field-Tested,0.02,0.03,0.83,295
Souvenir MP9 | Old Roots (Minimal Wear),Souvenir MP9 | Old Roots,Minimal Wear,0.04,0.06,2.34,117
Souvenir MP9 | Old Roots (Well-Worn),Souvenir MP9 | Old Roots,Well-Worn,0.05,0.06,0.64,18
Souvenir MP9 | Orange Peel (Battle-Scarred),Souvenir MP9 | Orange Peel,Battle-Scarred,129.25,37.43,129.25,1
Souvenir MP9 | Orange Peel (Factory New),Souvenir MP9 | Orange Peel,Factory New,,1751.51,,0
Souvenir MP9 | Orange Peel (Field-Tested),Souvenir MP9 | Orange Peel,Field-Tested,124.41,41.51,124.41,1
Souvenir MP9 | Orange Peel (Minimal Wear),Souvenir MP9 | Orange Peel,Minimal Wear,54.26,37.8,54.26,1
Souvenir MP9 | Orange Peel (Well-Worn),Souvenir MP9 | Orange Peel,Well-Worn,,719.8,,0
Souvenir MP9 | Sand Dashed (Battle-Scarred),Souvenir MP9 | Sand Dashed,Battle-Scarred,0.65,0.35,10.79,14
Souvenir MP9 | Sand Dashed (Factory New),Souvenir MP9 | Sand Dashed,Factory New,29.99,9.32,29.99,1
Souvenir MP9 | Sand Dashed (Field-Tested),Souvenir MP9 | Sand Dashed,Field-Tested,0.32,0.28,6.77,62
Souvenir MP9 | Sand Dashed (Minimal Wear),Souvenir MP9 | Sand Dashed,Minimal Wear,1.94,0.7,8.97,35
Souvenir MP9 | Sand Dashed (Well-Worn),Souvenir MP9 | Sand Dashed,Well-Worn,0.98,0.36,2.04,5
Souvenir MP9 | Setting Sun (Battle-Scarred),Souvenir MP9 | Setting Sun,Battle-Scarred,7.57,6.3,17.11,3
Souvenir MP9 | Setting Sun (Factory New),Souvenir MP9 | Setting Sun,Factory New,72.91,71.76,87.63,3
Souvenir MP9 | Setting Sun (Field-Tested),Souvenir MP9 | Setting Sun,Field-Tested,10.93,8.18,14.92,3
Souvenir MP9 | Setting Sun (Minimal Wear),Souvenir MP9 | Setting Sun,Minimal Wear,25.99,17.88,68.06,13
Souvenir MP9 | Setting Sun (Well-Worn),Souvenir MP9 | Setting Sun,Well-Worn,9.99,6.26,115.4,5
Souvenir MP9 | Slide (Battle-Scarred),Souvenir MP9 | Slide,Battle-Scarred,0.02,0.03,1.24,70
Souvenir MP9 | Slide (Factory New),Souvenir MP9 | Slide,Factory New,2.85,2.33,11.77,19
Souvenir MP9 | Slide (Field-Tested),Souvenir MP9 | Slide,Field-Tested,0.02,0.03,1.29,256
Souvenir MP9 | Slide (Minimal Wear),Souvenir MP9 | Slide,Minimal Wear,0.06,0.09,3.66,63
Souvenir MP9 | Slide (Well-Worn),Souvenir MP9 | Slide,Well-Worn,0.03,0.03,1.75,46
Souvenir MP9 | Storm (Battle-Scarred),Souvenir MP9 | Storm,Battle-Scarred,0.11,0.15,1.73,86
Souvenir MP9 | Storm (Factory New),Souvenir MP9 | Storm,Factory New,18.34,14.29,24.17,2
Souvenir MP9 | Storm (Field-Tested),Souvenir MP9 | Storm,Field-Tested,0.34,0.47,6.21,292
Souvenir MP9 | Storm (Minimal Wear),Souvenir MP9 | Storm,Minimal Wear,2.2,2.53,14.49,78
Souvenir MP9 | Storm (Well-Worn),Souvenir MP9 | Storm,Well-Worn,0.33,0.43,7.49,62
Souvenir Negev | Bulkhead (Battle-Scarred),Souvenir Negev | Bulkhead,Battle-Scarred,0.57,0.65,4.21,4
Souvenir Negev | Bulkhead (Factory New),Souvenir Negev | Bulkhead,Factory New,1.41,1.4,34.25,39
Souvenir Negev | Bulkhead (Field-Tested),Souvenir Negev | Bulkhead,Field-Tested,0.31,0.42,2.09,53
Souvenir Negev | Bulkhead (Minimal Wear),Souvenir Negev | Bulkhead,Minimal Wear,0.63,0.75,1.73,19
Souvenir Negev | Bulkhead (Well-Worn),Souvenir Negev | Bulkhead,Well-Worn,1.11,0.68,2.75,6
Souvenir Negev | CaliCamo (Battle-Scarred),Souvenir Negev | CaliCamo,Battle-Scarred,2.3,2.9,2.3,1
Souvenir Negev | CaliCamo (Factory New),Souvenir Negev | CaliCamo,Factory New,3.99,3.47,9.37,8
Souvenir Negev | CaliCamo (Field-Tested),Souvenir Negev | CaliCamo,Field-Tested,1.99,0.77,6.25,10
Souvenir Negev | CaliCamo (Minimal Wear),Souvenir Negev | CaliCamo,Minimal Wear,1.6,1.49,10.05,5
Souvenir Negev | CaliCamo (Well-Worn),Souvenir Negev | CaliCamo,Well-Worn,5.0,3.47,5.0,1
Souvenir Negev | Infrastructure (Battle-Scarred),Souvenir Negev | Infrastructure,Battle-Scarred,3.5,1.83,4.27,2
Souvenir Negev | Infrastructure (Factory New),Souvenir Negev | Infrastructure,Factory New,1.12,1.45,6.93,19
Souvenir Negev | Infrastructure (Field-Tested),Souvenir Negev | Infrastructure,Field-Tested,0.95,0.41,5.9,8
Souvenir Negev | Infrastructure (Minimal Wear),Souvenir Negev | Infrastructure,Minimal Wear,2.84,0.73,5.21,9
Souvenir Negev | Infrastructure (Well-Worn),Souvenir Negev | Infrastructure,Well-Worn,,2.22,,0
Souvenir Negev | Nuclear Waste (Factory New),Souvenir Negev | Nuclear Waste,Factory New,7.16,4.91,105.0,28
Souvenir Negev | Nuclear Waste (Field-Tested),Souvenir Negev | Nuclear Waste,Field-Tested,3.75,1.88,9.37,11
Souvenir Negev | Nuclear Waste (Minimal Wear),Souvenir Negev | Nuclear Waste,Minimal Wear,3.12,2.87,15.78,22
Souvenir Negev | Nuclear Waste (Well-Worn),Souvenir Negev | Nuclear Waste,Well-Worn,8.69,3.25,8.88,2
Souvenir Nova | Army Sheen (Factory New),Souvenir Nova | Army Sheen,Factory New,0.02,0.03,1.05,722
Souvenir Nova | Army Sheen (Field-Tested),Souvenir Nova | Army Sheen,Field-Tested,0.02,0.03,0.48,469
Souvenir Nova | Army Sheen (Minimal Wear),Souvenir Nova | Army Sheen,Minimal Wear,0.02,0.03,0.51,1316
Souvenir Nova | Candy Apple (Factory New),Souvenir Nova | Candy Apple,Factory New,,160.52,,0
Souvenir Nova | Candy Apple (Field-Tested),Souvenir Nova | Candy Apple,Field-Tested,,71.92,,0
Souvenir Nova | Candy Apple (Minimal Wear),Souvenir Nova | Candy Apple,Minimal Wear,,62.64,,0
Souvenir Nova | Green Apple (Factory New),Souvenir Nova | Green Apple,Factory New,9.99,8.89,43.39,25
Souvenir Nova | Green Apple (Field-Tested),Souvenir Nova | Green Apple,Field-Tested,7.25,4.46,14.94,6
Souvenir Nova | Green Apple (Minimal Wear),Souvenir Nova | Green Apple,Minimal Wear,3.85,4.93,22.32,21
Souvenir Nova | Interlock (Battle-Scarred),Souvenir Nova | Interlock,Battle-Scarred,,2.5,,0
Souvenir Nova | Interlock (Factory New),Souvenir Nova | Interlock,Factory New,2.96,2.57,9.57,41
Souvenir Nova | Interlock (Field-Tested),Souvenir Nova | Interlock,Field-Tested,0.41,0.41,2.99,16
Souvenir Nova | Interlock (Minimal Wear),Souvenir Nova | Interlock,Minimal Wear,1.58,1.64,7.18,18
Souvenir Nova | Interlock (Well-Worn),Souvenir Nova | Interlock,Well-Worn,8.22,1.94,9.61,2
Souvenir Nova | Mandrel (Battle-Scarred),Souvenir Nova | Mandrel,Battle-Scarred,0.08,0.09,0.36,17
Souvenir Nova | Mandrel (Factory New),Souvenir Nova | Mandrel,Factory New,0.04,0.08,2.2,156
Souvenir Nova | Mandrel (Field-Tested),Souvenir Nova | Mandrel,Field-Tested,0.02,0.03,0.48,390
Souvenir Nova | Mandrel (Minimal Wear),Souvenir Nova | Mandrel,Minimal Wear,0.02,0.03,1.24,135
Souvenir Nova | Mandrel (Well-Worn),Souvenir Nova | Mandrel,Well-Worn,0.1,0.08,0.5,15
Souvenir Nova | Polar Mesh (Battle-Scarred),Souvenir Nova | Polar Mesh,Battle-Scarred,0.69,0.19,22.06,13
Souvenir Nova | Polar Mesh (Factory New),Souvenir Nova | Polar Mesh,Factory New,14.03,9.14,14.39,5
Souvenir Nova | Polar Mesh (Field-Tested),Souvenir Nova | Polar Mesh,Field-Tested,0.24,0.18,7.74,67
Souvenir Nova | Polar Mesh (Minimal Wear),Souvenir Nova | Polar Mesh,Minimal Wear,1.68,0.56,9.76,29
Souvenir Nova | Polar Mesh (Well-Worn),Souvenir Nova | Polar Mesh,Well-Worn,1.38,0.39,7.74,18
Souvenir Nova | Predator (Battle-Scarred),Souvenir Nova | Predator,Battle-Scarred,0.34,0.2,1.65,33
Souvenir Nova | Predator (Factory New),Souvenir Nova | Predator,Factory New,35.9,17.14,35.9,1
Souvenir Nova | Predator (Field-Tested),Souvenir Nova | Predator,Field-Tested,0.2,0.14,3.85,73
Souvenir Nova | Predator (Minimal Wear),Souvenir Nova | Predator,Minimal Wear,0.33,0.44,4.19,44
Souvenir Nova | Predator (Well-Worn),Souvenir Nova | Predator,Well-Worn,0.39,0.42,4.39,6
Souvenir Nova | Quick Sand (Battle-Scarred),Souvenir Nova | Quick Sand,Battle-Scarred,0.26,0.17,0.85,10
Souvenir Nova | Quick Sand (Factory New),Souvenir Nova | Quick Sand,Factory New,0.23,0.26,4.87,80
Souvenir Nova | Quick Sand (Field-Tested),Souvenir Nova | Quick Sand,Field-Tested,0.04,0.06,3.85,86
Souvenir Nova | Quick Sand (Minimal Wear),Souvenir Nova | Quick Sand,Minimal Wear,0.1,0.13,4.26,19
Souvenir Nova | Quick Sand (Well-Worn),Souvenir Nova | Quick Sand,Well-Worn,0.51,0.16,0.73,3
Souvenir Nova | Rain Station (Factory New),Souvenir Nova | Rain Station,Factory New,0.17,0.08,0.4,40
Souvenir Nova | Rain Station (Field-Tested),Souvenir Nova | Rain Station,Field-Tested,0.02,0.03,0.02,20
Souvenir Nova | Rain Station (Minimal Wear),Souvenir Nova | Rain Station,Minimal Wear,0.02,0.03,0.02,34
Souvenir Nova | Sand Dune (Battle-Scarred),Souvenir Nova | Sand Dune,Battle-Scarred,75.0,8.51,75.0,1
Souvenir Nova | Sand Dune (Factory New),Souvenir Nova | Sand Dune,Factory New,,614.6,,0
Souvenir Nova | Sand Dune (Field-Tested),Souvenir Nova | Sand Dune,Field-Tested,14.82,12.97,58.3,13
Souvenir Nova | Sand Dune (Minimal Wear),Souvenir Nova | Sand Dune,Minimal Wear,,13.17,,0
Souvenir Nova | Sand Dune (Well-Worn),Souvenir Nova | Sand Dune,Well-Worn,56.01,21.36,153.01,2
Souvenir Nova | Sobek's Bite (Battle-Scarred),Souvenir Nova | Sobek's Bite,Battle-Scarred,4.72,2.54,10.16,2
Souvenir Nova | Sobek's Bite (Factory New),Souvenir Nova | Sobek's Bite,Factory New,33.0,28.52,158.62,4
Souvenir Nova | Sobek's Bite (Field-Tested),Souvenir Nova | Sobek's Bite,Field-Tested,6.5,3.28,6.91,3
Souvenir Nova | Sobek's Bite (Minimal Wear),Souvenir Nova | Sobek's Bite,Minimal Wear,6.99,5.88,9.76,12
Souvenir Nova | Sobek's Bite (Well-Worn),Souvenir Nova | Sobek's Bite,Well-Worn,7.37,2.68,8.23,6
Souvenir Nova | Walnut (Battle-Scarred),Souvenir Nova | Walnut,Battle-Scarred,0.75,0.54,7.86,49
Souvenir Nova | Walnut (Factory New),Souvenir Nova | Walnut,Factory New,17.94,12.77,119.03,3
Souvenir Nova | Walnut (Field-Tested),Souvenir Nova | Walnut,Field-Tested,0.44,0.54,14.68,160
Souvenir Nova | Walnut (Minimal Wear),Souvenir Nova | Walnut,Minimal Wear,2.19,1.55,17.16,72
Souvenir Nova | Walnut (Well-Worn),Souvenir Nova | Walnut,Well-Worn,0.97,0.65,20.58,36
Souvenir P2000 | Amber Fade (Factory New),Souvenir P2000 | Amber Fade,Factory New,35.98,40.21,140.51,8
Souvenir P2000 | Amber Fade (Field-Tested),Souvenir P2000 | Amber Fade,Field-Tested,32.99,21.38,145.75,2
Souvenir P2000 | Amber Fade (Minimal Wear),Souvenir P2000 | Amber Fade,Minimal Wear,29.99,22.53,60.1,3
Souvenir P2000 | Amber Fade (Well-Worn),Souvenir P2000 | Amber Fade,Well-Worn,,21.92,,0
Souvenir P2000 | Chainmail (Factory New),Souvenir P2000 | Chainmail,Factory New,10.06,11.65,25.66,19
Souvenir P2000 | Chainmail (Field-Tested),Souvenir P2000 | Chainmail,Field-Tested,10.58,8.86,32.38,5
Souvenir P2000 | Chainmail (Minimal Wear),Souvenir P2000 | Chainmail,Minimal Wear,8.35,9.3,45.41,9
Souvenir P2000 | Granite Marbleized (Battle-Scarred),Souvenir P2000 | Granite Marbleized,Battle-Scarred,,22.78,,0
Souvenir P2000 | Granite Marbleized (Field-Tested),Souvenir P2000 | Granite Marbleized,Field-Tested,84.0,40.46,84.0,1
Souvenir P2000 | Granite Marbleized (Minimal Wear),Souvenir P2000 | Granite Marbleized,Minimal Wear,,565.01,,0
Souvenir P2000 | Granite Marbleized (Well-Worn),Souvenir P2000 | Granite Marbleized,Well-Worn,,86.81,,0
Souvenir P2000 | Grassland (Battle-Scarred),Souvenir P2000 | Grassland,Battle-Scarred,0.06,0.08,4.86,13
Souvenir P2000 | Grassland (Factory New),Souvenir P2000 | Grassland,Factory New,7.99,7.77,7.99,1
Souvenir P2000 | Grassland (Field-Tested),Souvenir P2000 | Grassland,Field-Tested,0.07,0.09,2.24,99
Souvenir P2000 | Grassland (Minimal Wear),Souvenir P2000 | Grassland,Minimal Wear,0.45,0.55,11.4,29
Souvenir P2000 | Grassland (Well-Worn),Souvenir P2000 | Grassland,Well-Worn,0.14,0.15,0.9,46
Souvenir P2000 | Panther Camo (Battle-Scarred),Souvenir P2000 | Panther Camo,Battle-Scarred,1.0,0.31,1.0,1
Souvenir P2000 | Panther Camo (Factory New),Souvenir P2000 | Panther Camo,Factory New,0.11,0.14,2.55,198
Souvenir P2000 | Panther Camo (Field-Tested),Souvenir P2000 | Panther Camo,Field-Tested,0.02,0.04,0.88,223
Souvenir P2000 | Panther Camo (Minimal Wear),Souvenir P2000 | Panther Camo,Minimal Wear,0.04,0.06,2.02,87
Souvenir P2000 | Panther Camo (Well-Worn),Souvenir P2000 | Panther Camo,Well-Worn,0.11,0.15,0.11,1
Souvenir P250 | Apep's Curse (Battle-Scarred),Souvenir P250 | Apep's Curse,Battle-Scarred,23.24,20.66,23.24,1
Souvenir P250 | Apep's Curse (Factory New),Souvenir P250 | Apep's Curse,Factory New,392.29,124.73,392.29,1
Souvenir P250 | Apep's Curse (Field-Tested),Souvenir P250 | Apep's Curse,Field-Tested,29.99,20.56,73.19,5
Souvenir P250 | Apep's Curse (Minimal Wear),Souvenir P250 | Apep's Curse,Minimal Wear,49.5,36.16,53.8,3
Souvenir P250 | Apep's Curse (Well-Worn),Souvenir P250 | Apep's Curse,Well-Worn,,17.67,,0
Souvenir P250 | Black & Tan (Battle-Scarred),Souvenir P250 | Black & Tan,Battle-Scarred,3.49,0.2,25.96,12
Souvenir P250 | Black & Tan (Factory New),Souvenir P250 | Black & Tan,Factory New,0.16,0.22,5.67,59
Souvenir P250 | Black & Tan (Field-Tested),Souvenir P250 | Black & Tan,Field-Tested,0.03,0.06,4.34,62
Souvenir P250 | Black & Tan (Minimal Wear),Souvenir P250 | Black & Tan,Minimal Wear,0.25,0.1,2.86,44
Souvenir P250 | Black & Tan (Well-Worn),Souvenir P250 | Black & Tan,Well-Worn,3.15,0.15,3.15,1
Souvenir P250 | Bone Mask (Battle-Scarred),Souvenir P250 | Bone Mask,Battle-Scarred,1.0,0.53,11.38,31
Souvenir P250 | Bone Mask (Factory New),Souvenir P250 | Bone Mask,Factory New,9.78,6.62,20.69,2
Souvenir P250 | Bone Mask (Field-Tested),Souvenir P250 | Bone Mask,Field-Tested,0.47,0.3,5.42,94
Souvenir P250 | Bone Mask (Minimal Wear),Souvenir P250 | Bone Mask,Minimal Wear,1.24,0.63,8.43,42
Souvenir P250 | Bone Mask (Well-Worn),Souvenir P250 | Bone Mask,Well-Worn,1.59,0.53,31.94,12
Souvenir P250 | Boreal Forest (Battle-Scarred),Souvenir P250 | Boreal Forest,Battle-Scarred,111.45,20.23,111.45,1
Souvenir P250 | Boreal Forest (Factory New),Souvenir P250 | Boreal Forest,Factory New,,849.06,,0
Souvenir P250 | Boreal Forest (Field-Tested),Souvenir P250 | Boreal Forest,Field-Tested,17.6,16.53,37.58,23
Souvenir P250 | Boreal Forest (Minimal Wear),Souvenir P250 | Boreal Forest,Minimal Wear,36.0,33.16,40.5,2
Souvenir P250 | Boreal Forest (Well-Worn),Souvenir P250 | Boreal Forest,Well-Worn,,22.52,,0
Souvenir P250 | Constructivist (Factory New),Souvenir P250 | Constructivist,Factory New,0.08,0.07,0.95,17
Souvenir P250 | Constructivist (Field-Tested),Souvenir P250 | Constructivist,Field-Tested,0.02,0.03,0.03,23
Souvenir P250 | Constructivist (Minimal Wear),Souvenir P250 | Constructivist,Minimal Wear,0.02,0.03,0.05,21
Souvenir P250 | Contamination (Battle-Scarred),Souvenir P250 | Contamination,Battle-Scarred,1.38,0.84,4.65,17
Souvenir P250 | Contamination (Factory New),Souvenir P250 | Contamination,Factory New,14.84,6.45,148.45,7
Souvenir P250 | Contamination (Field-Tested),Souvenir P250 | Contamination,Field-Tested,1.08,0.66,8.6,69
Souvenir P250 | Contamination (Minimal Wear),Souvenir P250 | Contamination,Minimal Wear,2.74,1.81,30.52,39
Souvenir P250 | Contamination (Well-Worn),Souvenir P250 | Contamination,Well-Worn,4.51,3.2,6.66,8
Souvenir P250 | Digital Architect (Battle-Scarred),Souvenir P250 | Digital Architect,Battle-Scarred,,11.7,,0
Souvenir P250 | Digital Architect (Factory New),Souvenir P250 | Digital Architect,Factory New,27.99,22.83,50.2,11
Souvenir P250 | Digital Architect (Field-Tested),Souvenir P250 | Digital Architect,Field-Tested,20.86,8.7,32.46,11
Souvenir P250 | Digital Architect (Minimal Wear),Souvenir P250 | Digital Architect,Minimal Wear,12.0,13.08,35.57,16
Souvenir P250 | Digital Architect (Well-Worn),Souvenir P250 | Digital Architect,Well-Worn,,9.24,,0
Souvenir P250 | Drought (Factory New),Souvenir P250 | Drought,Factory New,0.02,0.03,0.58,1302
Souvenir P250 | Drought (Field-Tested),Souvenir P250 | Drought,Field-Tested,0.02,0.03,0.23,5370
Souvenir P250 | Drought (Minimal Wear),Souvenir P250 | Drought,Minimal Wear,0.02,0.03,0.3,2392
Souvenir P250 | Drought (Well-Worn),Souvenir P250 | Drought,Well-Worn,0.02,0.03,0.11,732
Souvenir P250 | Exchanger (Battle-Scarred),Souvenir P250 | Exchanger,Battle-Scarred,20.0,1.61,20.0,1
Souvenir P250 | Exchanger (Factory New),Souvenir P250 | Exchanger,Factory New,1.84,1.06,9.9,26
Souvenir P250 | Exchanger (Field-Tested),Souvenir P250 | Exchanger,Field-Tested,0.35,0.31,8.61,30
Souvenir P250 | Exchanger (Minimal Wear),Souvenir P250 | Exchanger,Minimal Wear,0.49,0.56,8.89,20
Souvenir P250 | Exchanger (Well-Worn),Souvenir P250 | Exchanger,Well-Worn,4.5,1.32,6.36,2
Souvenir P250 | Facility Draft (Battle-Scarred),Souvenir P250 | Facility Draft,Battle-Scarred,0.09,0.11,5.15,14
Souvenir P250 | Facility Draft (Factory New),Souvenir P250 | Facility Draft,Factory New,0.08,0.09,2.47,258
Souvenir P250 | Facility Draft (Field-Tested),Souvenir P250 | Facility Draft,Field-Tested,0.02,0.03,1.44,393
Souvenir P250 | Facility Draft (Minimal Wear),Souvenir P250 | Facility Draft,Minimal Wear,0.04,0.05,3.09,176
Souvenir P250 | Facility Draft (Well-Worn),Souvenir P250 | Facility Draft,Well-Worn,0.04,0.08,0.9,20
Souvenir P250 | Gunsmoke (Battle-Scarred),Souvenir P250 | Gunsmoke,Battle-Scarred,2.92,1.43,15.91,16
Souvenir P250 | Gunsmoke (Factory New),Souvenir P250 | Gunsmoke,Factory New,61.49,42.7,61.49,1
Souvenir P250 | Gunsmoke (Field-Tested),Souvenir P250 | Gunsmoke,Field-Tested,1.89,2.02,18.25,59
Souvenir P250 | Gunsmoke (Minimal Wear),Souvenir P250 | Gunsmoke,Minimal Wear,5.28,5.11,18.65,22
Souvenir P250 | Gunsmoke (Well-Worn),Souvenir P250 | Gunsmoke,Well-Worn,2.99,1.7,24.49,22
Souvenir P250 | Metallic DDPAT (Factory New),Souvenir P250 | Metallic DDPAT,Factory New,3.02,3.1,68.72,34
Souvenir P250 | Metallic DDPAT (Minimal Wear),Souvenir P250 | Metallic DDPAT,Minimal Wear,,7.57,,0
Souvenir P250 | Nuclear Threat (Battle-Scarred),Souvenir P250 | Nuclear Threat,Battle-Scarred,,740.61,,0
Souvenir P250 | Nuclear Threat (Field-Tested),Souvenir P250 | Nuclear Threat,Field-Tested,,71.08,,0
Souvenir P250 | Nuclear Threat (Minimal Wear),Souvenir P250 | Nuclear Threat,Minimal Wear,211.91,126.89,228.45,2
Souvenir P250 | Nuclear Threat (Well-Worn),Souvenir P250 | Nuclear Threat,Well-Worn,,50.81,,0
Souvenir P250 | Sand Dune (Battle-Scarred),Souvenir P250 | Sand Dune,Battle-Scarred,0.7,0.75,20.18,19
Souvenir P250 | Sand Dune (Factory New),Souvenir P250 | Sand Dune,Factory New,62.32,34.63,62.32,1
Souvenir P250 | Sand Dune (Field-Tested),Souvenir P250 | Sand Dune,Field-Tested,0.78,0.64,10.48,140
Souvenir P250 | Sand Dune (Minimal Wear),Souvenir P250 | Sand Dune,Minimal Wear,3.69,2.98,54.23,64
Souvenir P250 | Sand Dune (Well-Worn),Souvenir P250 | Sand Dune,Well-Worn,1.0,0.75,19.61,15
Souvenir P250 | Vino Primo (Battle-Scarred),Souvenir P250 | Vino Primo,Battle-Scarred,29.17,9.65,29.17,1
Souvenir P250 | Vino Primo (Factory New),Souvenir P250 | Vino Primo,Factory New,,63.77,,0
Souvenir P250 | Vino Primo (Field-Tested),Souvenir P250 | Vino Primo,Field-Tested,8.0,9.18,26.24,20
Souvenir P250 | Vino Primo (Minimal Wear),Souvenir P250 | Vino Primo,Minimal Wear,11.84,14.93,36.42,11
Souvenir P250 | Vino Primo (Well-Worn),Souvenir P250 | Vino Primo,Well-Worn,33.31,9.48,46.16,2
Souvenir P90 | Ancient Earth (Battle-Scarred),Souvenir P90 | Ancient Earth,Battle-Scarred,0.02,0.03,0.61,57
Souvenir P90 | Ancient Earth (Factory New),Souvenir P90 | Ancient Earth,Factory New,0.02,0.03,0.57,441
Souvenir P90 | Ancient Earth (Field-Tested),Souvenir P90 | Ancient Earth,Field-Tested,0.02,0.03,0.17,1255
Souvenir P90 | Ancient Earth (Minimal Wear),Souvenir P90 | Ancient Earth,Minimal Wear,0.02,0.03,0.67,569
Souvenir P90 | Ancient Earth (Well-Worn),Souvenir P90 | Ancient Earth,Well-Worn,0.02,0.03,0.96,55
Souvenir P90 | Ash Wood (Factory New),Souvenir P90 | Ash Wood,Factory New,8.08,2.55,14.76,5
Souvenir P90 | Ash Wood (Field-Tested),Souvenir P90 | Ash Wood,Field-Tested,1.39,0.8,4.07,7
Souvenir P90 | Ash Wood (Minimal Wear),Souvenir P90 | Ash Wood,Minimal Wear,2.07,1.31,4.38,8
Souvenir P90 | Ash Wood (Well-Worn),Souvenir P90 | Ash Wood,Well-Worn,172.34,3.87,172.34,1
Souvenir P90 | Desert DDPAT (Battle-Scarred),Souvenir P90 | Desert DDPAT,Battle-Scarred,0.02,0.03,0.21,101
Souvenir P90 | Desert DDPAT (Factory New),Souvenir P90 | Desert DDPAT,Factory New,0.02,0.03,0.43,670
Souvenir P90 | Desert DDPAT (Field-Tested),Souvenir P90 | Desert DDPAT,Field-Tested,0.02,0.03,0.2,2026
Souvenir P90 | Desert DDPAT (Minimal Wear),Souvenir P90 | Desert DDPAT,Minimal Wear,0.02,0.03,1.13,217
Souvenir P90 | Desert DDPAT (Well-Worn),Souvenir P90 | Desert DDPAT,Well-Worn,0.02,0.03,0.08,134
Souvenir P90 | Facility Negative (Battle-Scarred),Souvenir P90 | Facility Negative,Battle-Scarred,5.0,2.19,6.81,2
Souvenir P90 | Facility Negative (Factory New),Souvenir P90 | Facility Negative,Factory New,1.75,1.41,8.39,20
Souvenir P90 | Facility Negative (Field-Tested),Souvenir P90 | Facility Negative,Field-Tested,0.2,0.25,5.97,21
Souvenir P90 | Facility Negative (Minimal Wear),Souvenir P90 | Facility Negative,Minimal Wear,0.4,0.48,6.49,22
Souvenir P90 | Facility Negative (Well-Worn),Souvenir P90 | Facility Negative,Well-Worn,1.54,0.47,1.63,2
Souvenir P90 | Fallout Warning (Battle-Scarred),Souvenir P90 | Fallout Warning,Battle-Scarred,4.7,3.15,47.4,4
Souvenir P90 | Fallout Warning (Factory New),Souvenir P90 | Fallout Warning,Factory New,,64.51,,0
